2024_04_10_12_33_36,[0. 4. 1. 1. 2. 0. 2.],3.4498055e-12,['2.89871412731e+11' '0.e+00']
2024_04_10_13_04_15,[1. 0. 0. 2. 2. 1. 1.],6.5948445e-12,['1.51633602802e+11' '0.e+00']
