2024_04_10_01_33_45,-inf,"{'scheduling_policy': 'LIFO', 'collective_optimization': 'localBWAware', 'preferred_dataset_splits': 16, 'topology1': 'FullyConnected', 'dp': 4, 'sp': 8, 'pp': 4, 'weight_sharded': 0}",[inf inf]
2024_04_10_01_33_46,-inf,"{'scheduling_policy': 'LIFO', 'collective_optimization': 'localBWAware', 'preferred_dataset_splits': 16, 'topology1': 'FullyConnected', 'dp': 4, 'sp': 8, 'pp': 4, 'weight_sharded': 0}",[inf inf]
2024_04_10_01_35_09,4.7403086e-13,"{'scheduling_policy': 'FIFO', 'collective_optimization': 'baseline', 'preferred_dataset_splits': 16, 'topology1': 'Switch', 'dp': 8, 'sp': 1, 'pp': 8, 'weight_sharded': 1}",['1.53745215487e+11' '2.10395725824e+12']
2024_04_10_01_37_53,4.7403086e-13,"{'scheduling_policy': 'FIFO', 'collective_optimization': 'baseline', 'preferred_dataset_splits': 16, 'topology1': 'Switch', 'dp': 8, 'sp': 1, 'pp': 8, 'weight_sharded': 1}",['1.53745215487e+11' '2.10395725824e+12']
2024_04_10_01_42_56,-inf,"{'scheduling_policy': 'LIFO', 'collective_optimization': 'localBWAware', 'preferred_dataset_splits': 16, 'topology1': 'FullyConnected', 'dp': 4, 'sp': 8, 'pp': 4, 'weight_sharded': 0}",[inf inf]
2024_04_10_01_42_57,-inf,"{'scheduling_policy': 'LIFO', 'collective_optimization': 'localBWAware', 'preferred_dataset_splits': 16, 'topology1': 'FullyConnected', 'dp': 4, 'sp': 8, 'pp': 4, 'weight_sharded': 0}",[inf inf]
