2024_04_10_02_06_20,[1. 0. 1. 2. 1. 2. 2. 0. 0. 1. 1.],-inf,[inf inf]
2024_04_10_02_27_50,[1. 5. 0. 2. 2. 0. 1. 1. 0. 0. 1.],-inf,[inf inf]
2024_04_10_03_10_27,[0. 3. 0. 0. 1. 2. 0. 1. 0. 1. 0.],-inf,[inf inf]
