2024_04_10_00_23_26,"{'scheduling-policy': 'FIFO', 'endpoint-delay': 10, 'active-chunks-per-dimension': 1, 'preferred-dataset-splits': 16, 'all-reduce-implementation': ['direct'], 'all-gather-implementation': ['direct'], 'reduce-scatter-implementation': ['direct'], 'all-to-all-implementation': ['direct'], 'collective-optimization': 'localBWAware', 'boost-mode': 0, 'roofline-enabled': 1, 'peak-perf': 300, 'local-mem-bw': 900, 'track-local-mem': 1}","{'topology': ['Switch'], 'npus-count': [64], 'bandwidth': [50.0], 'latency': [500.0]}","{'num_npus': 64, 'dp': 1, 'sp': 2, 'pp': 8, 'weight_sharded': 1, 'din': 12288, 'dout': 12288, 'dff': 49152, 'dmodel': 12288, 'batch': 2048, 'seq': 2048, 'head': 96, 'num_stacks': 96}"
2024_04_10_00_46_39,"{'scheduling-policy': 'FIFO', 'endpoint-delay': 10, 'active-chunks-per-dimension': 1, 'preferred-dataset-splits': 1, 'all-reduce-implementation': ['halvingDoubling'], 'all-gather-implementation': ['halvingDoubling'], 'reduce-scatter-implementation': ['halvingDoubling'], 'all-to-all-implementation': ['halvingDoubling'], 'collective-optimization': 'baseline', 'boost-mode': 0, 'roofline-enabled': 1, 'peak-perf': 300, 'local-mem-bw': 900, 'track-local-mem': 1}","{'topology': ['Switch'], 'npus-count': [64], 'bandwidth': [100], 'latency': [500.0]}","{'num_npus': 64, 'dp': 1, 'sp': 8, 'pp': 1, 'weight_sharded': 1, 'din': 12288, 'dout': 12288, 'dff': 49152, 'dmodel': 12288, 'batch': 2048, 'seq': 2048, 'head': 96, 'num_stacks': 96}"
