2024_04_10_00_53_41,[1. 1. 5. 1. 0. 3. 3. 1.],3.990456e-13,['1.261306875146e+12' '2.165418491904e+12']
2024_04_10_00_58_18,[0. 0. 6. 1. 0. 3. 2. 0.],4.0477365e-13,['1.30503558809e+12' '2.09769725952e+12']
2024_04_10_01_01_40,[1. 0. 2. 1. 0. 1. 2. 0.],3.4781303e-13,['1.992184293904e+12' '2.073028460544e+12']
