observation-1,observation-2,observation-3,observation-4,observation-5
8053626.059,1.5,0.005,0.005,5308913.349
7110065.595,1.5,0.005,0.005,4365352.885
5399230.148,1.5,0.005,0.005,2654517.438
15456099.675,1.5,0.005,0.005,12711386.965
104244681.796,1.5,0.005,0.005,101499969.086
4384961.095,1.5,0.005,0.005,1640248.385
6751123.397,1.5,0.005,0.005,4006410.687
29542095.38,1.5,0.005,0.005,26797382.67
20760173.094,1.5,0.005,0.005,18015460.384
185281124.579,1.5,0.005,0.005,182536411.869
17112977.37,1.5,0.005,0.005,14368264.66
8879483.722,1.5,0.005,0.005,6134771.012
16173841.578,1.5,0.005,0.005,13429128.868
7521737.17,1.5,0.005,0.005,4777024.46
4183786.485,1.5,0.005,0.005,1439073.775
5702732.339,1.5,0.005,0.005,2958019.629
4633637.175,1.5,0.005,0.005,1888924.465
3424845.611,1.5,0.005,0.005,680132.901
5364046.479,1.5,0.005,0.005,2619333.769
7484621.131,1.5,0.005,0.005,4739908.421
7164026.085,1.5,0.005,0.005,4419313.375
4358816.039,1.5,0.005,0.005,1614103.329
3423503.925,1.5,0.005,0.005,678791.215
6701937.774,1.5,0.005,0.005,3957225.064
133792655.028,1.5,0.005,0.005,131047942.318
150990262.323,1.5,0.005,0.005,148245549.613
6183490.93,1.5,0.005,0.005,3438778.22
7822518.19,1.5,0.005,0.005,5077805.48
23542993.51,1.5,0.005,0.005,20798280.8
4894223.37,1.5,0.005,0.005,2149510.66
7833746.53,1.5,0.005,0.005,5089033.82
23630383.642,1.5,0.005,0.005,20885670.932
6012231.023,1.5,0.005,0.005,3267518.313
9765368.024,1.5,0.005,0.005,7020655.314
20335298.801,1.5,0.005,0.005,17590586.091
18321818.618,1.5,0.005,0.005,15577105.908
11422812.94,1.5,0.005,0.005,8678100.23
6051049.115,1.5,0.005,0.005,3306336.405
4987702.43,1.5,0.005,0.005,2242989.72
18006240.971,1.5,0.005,0.005,15261528.261
9968506.245,1.5,0.005,0.005,7223793.535
15714085.02,1.5,0.005,0.005,12969372.31
24765823.474,1.5,0.005,0.005,22021110.764
6911077.91,1.5,0.005,0.005,4166365.2
8966356.404,1.5,0.005,0.005,6221643.694
12240683.35,1.5,0.005,0.005,9495970.64
87085813.282,1.5,0.005,0.005,84341100.572
3620985.428,1.5,0.005,0.005,876272.718
12442435.091,1.5,0.005,0.005,9697722.381
3668154.756,1.5,0.005,0.005,923442.046
6769963.3,1.5,0.005,0.005,4025250.59
15647482.496,1.5,0.005,0.005,12902769.786
7397327.341,1.5,0.005,0.005,4652614.631
197520534.386,1.5,0.005,0.005,194775821.676
14670292.495,1.5,0.005,0.005,11925579.785
24579338.974,1.5,0.005,0.005,21834626.264
15305133.921,1.5,0.005,0.005,12560421.211
21554804.991,1.5,0.005,0.005,18810092.281
17983756.483,1.5,0.005,0.005,15239043.773
51388651.545,1.5,0.005,0.005,48643938.835
5517945.788,1.5,0.005,0.005,2773233.078
7889190.824,1.5,0.005,0.005,5144478.114
7438485.723,1.5,0.005,0.005,4693773.013
8159070.723,1.5,0.005,0.005,5414358.013
105634167.105,1.5,0.005,0.005,102889454.395
5111568.105,1.5,0.005,0.005,2366855.395
70556834.269,1.5,0.005,0.005,67812121.559
11374094.067,1.5,0.005,0.005,8629381.357
22830089.212,1.5,0.005,0.005,20085376.502
19472248.338,1.5,0.005,0.005,16727535.628
5768007.976,1.5,0.005,0.005,3023295.266
10494554.195,1.5,0.005,0.005,7749841.485
10775801.43,1.5,0.005,0.005,8031088.72
18035408.61,1.5,0.005,0.005,15290695.9
18907241.149,1.5,0.005,0.005,16162528.439
10286697.316,1.5,0.005,0.005,7541984.606
15667450.663,1.5,0.005,0.005,12922737.953
3630911.589,1.5,0.005,0.005,886198.879
12960629.478,1.5,0.005,0.005,10215916.768
21930619.595,1.5,0.005,0.005,19185906.885
7668555.365,1.5,0.005,0.005,4923842.655
4241385.25,1.5,0.005,0.005,1496672.54
9641717.88,1.5,0.005,0.005,6897005.17
6467456.241,1.5,0.005,0.005,3722743.531
16219585.371,1.5,0.005,0.005,13474872.661
26707838.682,1.5,0.005,0.005,23963125.972
18078657.507,1.5,0.005,0.005,15333944.797
34831419.914,1.5,0.005,0.005,32086707.204
18899816.312,1.5,0.005,0.005,16155103.602
22962884.77,1.5,0.005,0.005,20218172.06
4013671.201,1.5,0.005,0.005,1268958.491
6575052.879,1.5,0.005,0.005,3830340.169
17506475.316,1.5,0.005,0.005,14761762.606
55001240.243,1.5,0.005,0.005,52256527.533
5837556.685,1.5,0.005,0.005,3092843.975
9812587.969,1.5,0.005,0.005,7067875.259
30039509.469,1.5,0.005,0.005,27294796.759
10103543.546,1.5,0.005,0.005,7358830.836
7135802.002,1.5,0.005,0.005,4391089.292
32471654.985,1.5,0.005,0.005,29726942.275
4925024.19,1.5,0.005,0.005,2180311.48
3938618.11,1.5,0.005,0.005,1193905.4
5641551.182,1.5,0.005,0.005,2896838.472
3098192.087,1.5,0.005,0.005,353479.377
53412822.281,1.5,0.005,0.005,50668109.571
4200325.69,1.5,0.005,0.005,1455612.98
7539829.777,1.5,0.005,0.005,4795117.067
12294060.295,1.5,0.005,0.005,9549347.585
6951858.913,1.5,0.005,0.005,4207146.203
5668191.712,1.5,0.005,0.005,2923479.002
8601096.57,1.5,0.005,0.005,5856383.86
7594272.291,1.5,0.005,0.005,4849559.581
24707235.518,1.5,0.005,0.005,21962522.808
12322664.925,1.5,0.005,0.005,9577952.215
17313333.775,1.5,0.005,0.005,14568621.065
105211494.805,1.5,0.005,0.005,102466782.095
5373098.04,1.5,0.005,0.005,2628385.33
5880439.549,1.5,0.005,0.005,3135726.839
7206943.892,1.5,0.005,0.005,4462231.182
11034530.524,1.5,0.005,0.005,8289817.814
21502006.681,1.5,0.005,0.005,18757293.971
26143466.775,1.5,0.005,0.005,23398754.065
3665098.838,1.5,0.005,0.005,920386.128
64409900.62,1.5,0.005,0.005,61665187.91
5008768.564,1.5,0.005,0.005,2264055.854
12379764.231,1.5,0.005,0.005,9635051.521
8165062.442,1.5,0.005,0.005,5420349.732
4024836.995,1.5,0.005,0.005,1280124.285
23528224.378,1.5,0.005,0.005,20783511.668
7910244.473,1.5,0.005,0.005,5165531.763
21258727.681,1.5,0.005,0.005,18514014.971
4962423.438,1.5,0.005,0.005,2217710.728
15420410.759,1.5,0.005,0.005,12675698.049
4709764.507,1.5,0.005,0.005,1965051.797
25612095.83,1.5,0.005,0.005,22867383.12
12455174.279,1.5,0.005,0.005,9710461.569
3874460.341,1.5,0.005,0.005,1129747.631
22010742.68,1.5,0.005,0.005,19266029.97
9971278.03,1.5,0.005,0.005,7226565.32
4545114.574,1.5,0.005,0.005,1800401.864
8347362.368,1.5,0.005,0.005,5602649.658
23310886.188,1.5,0.005,0.005,20566173.478
18514489.9,1.5,0.005,0.005,15769777.19
110650653.635,1.5,0.005,0.005,107905940.925
8377723.228,1.5,0.005,0.005,5633010.518
4161690.085,1.5,0.005,0.005,1416977.375
73860380.484,1.5,0.005,0.005,71115667.774
136427921.755,1.5,0.005,0.005,133683209.045
34730281.816,1.5,0.005,0.005,31985569.106
9677465.107,1.5,0.005,0.005,6932752.397
53484569.323,1.5,0.005,0.005,50739856.613
5584796.645,1.5,0.005,0.005,2840083.935
22023713.521,1.5,0.005,0.005,19279000.811
9511498.017,1.5,0.005,0.005,6766785.307
7022340.734,1.5,0.005,0.005,4277628.024
9964759.015,1.5,0.005,0.005,7220046.305
5366162.286,1.5,0.005,0.005,2621449.576
18602075.185,1.5,0.005,0.005,15857362.475
4457922.785,1.5,0.005,0.005,1713210.075
27902093.47,1.5,0.005,0.005,25157380.76
6419610.99,1.5,0.005,0.005,3674898.28
12614236.686,1.5,0.005,0.005,9869523.976
4604544.639,1.5,0.005,0.005,1859831.929
5522121.239,1.5,0.005,0.005,2777408.529
10702704.146,1.5,0.005,0.005,7957991.436
8515699.415,1.5,0.005,0.005,5770986.705
7098928.188,1.5,0.005,0.005,4354215.478
5947254.71,1.5,0.005,0.005,3202542.0
18833068.991,1.5,0.005,0.005,16088356.281
20851034.71,1.5,0.005,0.005,18106322.0
17418920.175,1.5,0.005,0.005,14674207.465
3269570.394,1.5,0.005,0.005,524857.684
36723148.53,1.5,0.005,0.005,33978435.82
9691809.516,1.5,0.005,0.005,6947096.806
3669280.35,1.5,0.005,0.005,924567.64
88569545.72,1.5,0.005,0.005,85824833.01
5779587.227,1.5,0.005,0.005,3034874.517
5713898.565,1.5,0.005,0.005,2969185.855
114172266.271,1.5,0.005,0.005,111427553.561
119587897.822,1.5,0.005,0.005,116843185.112
91035447.136,1.5,0.005,0.005,88290734.426
3999726.248,1.5,0.005,0.005,1255013.538
7064755.73,1.5,0.005,0.005,4320043.02
84016199.1,1.5,0.005,0.005,81271486.39
5393429.238,1.5,0.005,0.005,2648716.528
7562968.135,1.5,0.005,0.005,4818255.425
3413797.66,1.5,0.005,0.005,669084.95
14660236.628,1.5,0.005,0.005,11915523.918
9251450.777,1.5,0.005,0.005,6506738.067
6029603.595,1.5,0.005,0.005,3284890.885
8891411.095,1.5,0.005,0.005,6146698.385
5953271.15,1.5,0.005,0.005,3208558.44
5081695.725,1.5,0.005,0.005,2336983.015
4660927.151,1.5,0.005,0.005,1916214.441
11586939.295,1.5,0.005,0.005,8842226.585
7894472.075,1.5,0.005,0.005,5149759.365
6737264.135,1.5,0.005,0.005,3992551.425
7649854.642,1.5,0.005,0.005,4905141.932
11059032.395,1.5,0.005,0.005,8314319.685
8363357.363,1.5,0.005,0.005,5618644.653
24776098.53,1.5,0.005,0.005,22031385.82
13889178.248,1.5,0.005,0.005,11144465.538
4327937.107,1.5,0.005,0.005,1583224.397
4453897.231,1.5,0.005,0.005,1709184.521
19983873.643,1.5,0.005,0.005,17239160.933
5378217.695,1.5,0.005,0.005,2633504.985
3407916.275,1.5,0.005,0.005,663203.565
9925946.376,1.5,0.005,0.005,7181233.666
5507529.51,1.5,0.005,0.005,2762816.8
7740727.414,1.5,0.005,0.005,4996014.704
21020867.019,1.5,0.005,0.005,18276154.309
3909732.587,1.5,0.005,0.005,1165019.877
60411012.409,1.5,0.005,0.005,57666299.699
29134583.526,1.5,0.005,0.005,26389870.816
5264510.5,1.5,0.005,0.005,2519797.79
6796262.151,1.5,0.005,0.005,4051549.441
20665621.095,1.5,0.005,0.005,17920908.385
35572127.375,1.5,0.005,0.005,32827414.665
41763780.224,1.5,0.005,0.005,39019067.514
11511468.483,1.5,0.005,0.005,8766755.773
9596193.985,1.5,0.005,0.005,6851481.275
54764329.73,1.5,0.005,0.005,52019617.02
4401023.014,1.5,0.005,0.005,1656310.304
7912167.736,1.5,0.005,0.005,5167455.026
4002601.675,1.5,0.005,0.005,1257888.965
26559721.74,1.5,0.005,0.005,23815009.03
4259743.19,1.5,0.005,0.005,1515030.48
23032251.962,1.5,0.005,0.005,20287539.252
52285085.88,1.5,0.005,0.005,49540373.17
34034843.175,1.5,0.005,0.005,31290130.465
5989660.392,1.5,0.005,0.005,3244947.682
55579230.141,1.5,0.005,0.005,52834517.431
4874188.035,1.5,0.005,0.005,2129475.325
10702564.37,1.5,0.005,0.005,7957851.66
27445221.78,1.5,0.005,0.005,24700509.07
4449316.994,1.5,0.005,0.005,1704604.284
4392108.305,1.5,0.005,0.005,1647395.595
5251883.295,1.5,0.005,0.005,2507170.585
4929075.425,1.5,0.005,0.005,2184362.715
32971495.119,1.5,0.005,0.005,30226782.409
21042040.661,1.5,0.005,0.005,18297327.951
39436289.046,1.5,0.005,0.005,36691576.336
5852894.371,1.5,0.005,0.005,3108181.661
37419302.011,1.5,0.005,0.005,34674589.301
3805816.068,1.5,0.005,0.005,1061103.358
7269025.498,1.5,0.005,0.005,4524312.788
11905737.088,1.5,0.005,0.005,9161024.378
19237045.795,1.5,0.005,0.005,16492333.085
4518479.475,1.5,0.005,0.005,1773766.765
34778437.258,1.5,0.005,0.005,32033724.548
11223148.512,1.5,0.005,0.005,8478435.802
79231481.295,1.5,0.005,0.005,76486768.585
27699825.948,1.5,0.005,0.005,24955113.238
5681205.478,1.5,0.005,0.005,2936492.768
8714189.282,1.5,0.005,0.005,5969476.572
4864054.82,1.5,0.005,0.005,2119342.11
4630959.027,1.5,0.005,0.005,1886246.317
26366829.29,1.5,0.005,0.005,23622116.58
5639065.095,1.5,0.005,0.005,2894352.385
3643588.36,1.5,0.005,0.005,898875.65
5877192.036,1.5,0.005,0.005,3132479.326
4332853.18,1.5,0.005,0.005,1588140.47
8815457.32,1.5,0.005,0.005,6070744.61
11993422.195,1.5,0.005,0.005,9248709.485
11700148.925,1.5,0.005,0.005,8955436.215
8116935.275,1.5,0.005,0.005,5372222.565
57858893.738,1.5,0.005,0.005,55114181.028
4014318.154,1.5,0.005,0.005,1269605.444
15006693.95,1.5,0.005,0.005,12261981.24
12364795.922,1.5,0.005,0.005,9620083.212
9476167.911,1.5,0.005,0.005,6731455.201
13904010.486,1.5,0.005,0.005,11159297.776
3803997.896,1.5,0.005,0.005,1059285.186
5364565.244,1.5,0.005,0.005,2619852.534
7368281.731,1.5,0.005,0.005,4623569.021
5684436.865,1.5,0.005,0.005,2939724.155
49368318.075,1.5,0.005,0.005,46623605.365
37106379.311,1.5,0.005,0.005,34361666.601
8468604.542,1.5,0.005,0.005,5723891.832
22145005.706,1.5,0.005,0.005,19400292.996
6686250.266,1.5,0.005,0.005,3941537.556
3550914.51,1.5,0.005,0.005,806201.8
3639828.638,1.5,0.005,0.005,895115.928
7676199.298,1.5,0.005,0.005,4931486.588
60067343.14,1.5,0.005,0.005,57322630.43
3967870.875,1.5,0.005,0.005,1223158.165
14991380.71,1.5,0.005,0.005,12246668.0
4260406.316,1.5,0.005,0.005,1515693.606
4278485.485,1.5,0.005,0.005,1533772.775
18161360.485,1.5,0.005,0.005,15416647.775
15752771.803,1.5,0.005,0.005,13008059.093
51332015.642,1.5,0.005,0.005,48587302.932
10191920.491,1.5,0.005,0.005,7447207.781
14068691.709,1.5,0.005,0.005,11323978.999
5445992.425,1.5,0.005,0.005,2701279.715
4578288.536,1.5,0.005,0.005,1833575.826
4501797.791,1.5,0.005,0.005,1757085.081
3899345.835,1.5,0.005,0.005,1154633.125
6238929.639,1.5,0.005,0.005,3494216.929
16060976.686,1.5,0.005,0.005,13316263.976
11983912.39,1.5,0.005,0.005,9239199.68
9269574.053,1.5,0.005,0.005,6524861.343
113813943.695,1.5,0.005,0.005,111069230.985
6847576.98,1.5,0.005,0.005,4102864.27
5838565.66,1.5,0.005,0.005,3093852.95
16540167.721,1.5,0.005,0.005,13795455.011
3537513.435,1.5,0.005,0.005,792800.725
24451614.53,1.5,0.005,0.005,21706901.82
4082618.995,1.5,0.005,0.005,1337906.285
20447095.969,1.5,0.005,0.005,17702383.259
6155248.115,1.5,0.005,0.005,3410535.405
55951936.497,1.5,0.005,0.005,53207223.787
6562906.582,1.5,0.005,0.005,3818193.872
7424420.27,1.5,0.005,0.005,4679707.56
4723311.697,1.5,0.005,0.005,1978598.987
4495566.775,1.5,0.005,0.005,1750854.065
88553013.867,1.5,0.005,0.005,85808301.157
14766663.091,1.5,0.005,0.005,12021950.381
5457503.799,1.5,0.005,0.005,2712791.089
52075985.915,1.5,0.005,0.005,49331273.205
17488291.161,1.5,0.005,0.005,14743578.451
21736962.35,1.5,0.005,0.005,18992249.64
30581781.221,1.5,0.005,0.005,27837068.511
3862619.03,1.5,0.005,0.005,1117906.32
9628779.055,1.5,0.005,0.005,6884066.345
11193929.821,1.5,0.005,0.005,8449217.111
7728724.568,1.5,0.005,0.005,4984011.858
34329726.01,1.5,0.005,0.005,31585013.3
11796727.736,1.5,0.005,0.005,9052015.026
7394602.486,1.5,0.005,0.005,4649889.776
4974770.745,1.5,0.005,0.005,2230058.035
4900790.208,1.5,0.005,0.005,2156077.498
5156153.53,1.5,0.005,0.005,2411440.82
19199286.648,1.5,0.005,0.005,16454573.938
90086433.333,1.5,0.005,0.005,87341720.623
18514375.232,1.5,0.005,0.005,15769662.522
9703566.158,1.5,0.005,0.005,6958853.448
8275694.17,1.5,0.005,0.005,5530981.46
19838914.648,1.5,0.005,0.005,17094201.938
7696147.813,1.5,0.005,0.005,4951435.103
4293885.395,1.5,0.005,0.005,1549172.685
23585284.619,1.5,0.005,0.005,20840571.909
26234732.111,1.5,0.005,0.005,23490019.401
4798232.583,1.5,0.005,0.005,2053519.873
4154722.815,1.5,0.005,0.005,1410010.105
14219527.807,1.5,0.005,0.005,11474815.097
13171897.13,1.5,0.005,0.005,10427184.42
3770190.642,1.5,0.005,0.005,1025477.932
16077288.234,1.5,0.005,0.005,13332575.524
8705655.68,1.5,0.005,0.005,5960942.97
17869307.424,1.5,0.005,0.005,15124594.714
9968685.394,1.5,0.005,0.005,7223972.684
7211784.041,1.5,0.005,0.005,4467071.331
4650280.234,1.5,0.005,0.005,1905567.524
12231120.305,1.5,0.005,0.005,9486407.595
9165270.878,1.5,0.005,0.005,6420558.168
3967452.775,1.5,0.005,0.005,1222740.065
11935454.633,1.5,0.005,0.005,9190741.923
15497872.358,1.5,0.005,0.005,12753159.648
4233945.995,1.5,0.005,0.005,1489233.285
14986363.78,1.5,0.005,0.005,12241651.07
5044691.81,1.5,0.005,0.005,2299979.1
19010469.637,1.5,0.005,0.005,16265756.927
3830479.903,1.5,0.005,0.005,1085767.193
3372868.843,1.5,0.005,0.005,628156.133
48895498.536,1.5,0.005,0.005,46150785.826
8540009.572,1.5,0.005,0.005,5795296.862
4301564.082,1.5,0.005,0.005,1556851.372
10675570.605,1.5,0.005,0.005,7930857.895
6650932.305,1.5,0.005,0.005,3906219.595
3782198.746,1.5,0.005,0.005,1037486.036
4414024.819,1.5,0.005,0.005,1669312.109
4822163.41,1.5,0.005,0.005,2077450.7
8180808.687,1.5,0.005,0.005,5436095.977
4381497.003,1.5,0.005,0.005,1636784.293
6000547.091,1.5,0.005,0.005,3255834.381
11021454.98,1.5,0.005,0.005,8276742.27
7092670.352,1.5,0.005,0.005,4347957.642
5794801.177,1.5,0.005,0.005,3050088.467
11166382.35,1.5,0.005,0.005,8421669.64
13153580.03,1.5,0.005,0.005,10408867.32
3879420.116,1.5,0.005,0.005,1134707.406
57887349.705,1.5,0.005,0.005,55142636.995
3825650.741,1.5,0.005,0.005,1080938.031
31304298.062,1.5,0.005,0.005,28559585.352
4088001.015,1.5,0.005,0.005,1343288.305
4557673.158,1.5,0.005,0.005,1812960.448
10669201.285,1.5,0.005,0.005,7924488.575
4451345.396,1.5,0.005,0.005,1706632.686
11855746.085,1.5,0.005,0.005,9111033.375
121678463.07,1.5,0.005,0.005,118933750.36
5634159.714,1.5,0.005,0.005,2889447.004
25152231.909,1.5,0.005,0.005,22407519.199
9712795.734,1.5,0.005,0.005,6968083.024
13958889.437,1.5,0.005,0.005,11214176.727
4511607.505,1.5,0.005,0.005,1766894.795
9028139.541,1.5,0.005,0.005,6283426.831
4848951.795,1.5,0.005,0.005,2104239.085
19648412.417,1.5,0.005,0.005,16903699.707
10011303.037,1.5,0.005,0.005,7266590.327
4507349.62,1.5,0.005,0.005,1762636.91
5432247.57,1.5,0.005,0.005,2687534.86
5953579.747,1.5,0.005,0.005,3208867.037
5696750.375,1.5,0.005,0.005,2952037.665
12255057.572,1.5,0.005,0.005,9510344.862
51527208.81,1.5,0.005,0.005,48782496.1
9398028.426,1.5,0.005,0.005,6653315.716
9144813.825,1.5,0.005,0.005,6400101.115
29861268.108,1.5,0.005,0.005,27116555.398
7972499.413,1.5,0.005,0.005,5227786.703
4430826.6,1.5,0.005,0.005,1686113.89
45384677.774,1.5,0.005,0.005,42639965.064
12104265.805,1.5,0.005,0.005,9359553.095
11208938.671,1.5,0.005,0.005,8464225.961
4865560.78,1.5,0.005,0.005,2120848.07
14834039.048,1.5,0.005,0.005,12089326.338
54630128.261,1.5,0.005,0.005,51885415.551
3990326.851,1.5,0.005,0.005,1245614.141
37897207.645,1.5,0.005,0.005,35152494.935
18581029.907,1.5,0.005,0.005,15836317.197
52896286.6,1.5,0.005,0.005,50151573.89
6485087.435,1.5,0.005,0.005,3740374.725
6605157.211,1.5,0.005,0.005,3860444.501
7033746.122,1.5,0.005,0.005,4289033.412
5316155.783,1.5,0.005,0.005,2571443.073
8438835.963,1.5,0.005,0.005,5694123.253
5551621.18,1.5,0.005,0.005,2806908.47
4963940.421,1.5,0.005,0.005,2219227.711
10281677.703,1.5,0.005,0.005,7536964.993
15831096.49,1.5,0.005,0.005,13086383.78
8744910.735,1.5,0.005,0.005,6000198.025
9548826.07,1.5,0.005,0.005,6804113.36
11991941.537,1.5,0.005,0.005,9247228.827
7909691.789,1.5,0.005,0.005,5164979.079
41577363.157,1.5,0.005,0.005,38832650.447
15190698.465,1.5,0.005,0.005,12445985.755
12788084.815,1.5,0.005,0.005,10043372.105
22825453.804,1.5,0.005,0.005,20080741.094
6392035.775,1.5,0.005,0.005,3647323.065
5238753.375,1.5,0.005,0.005,2494040.665
151185211.62,1.5,0.005,0.005,148440498.91
12520708.035,1.5,0.005,0.005,9775995.325
12293662.064,1.5,0.005,0.005,9548949.354
5747727.171,1.5,0.005,0.005,3003014.461
30103101.612,1.5,0.005,0.005,27358388.902
20448795.615,1.5,0.005,0.005,17704082.905
25549596.244,1.5,0.005,0.005,22804883.534
33347506.147,1.5,0.005,0.005,30602793.437
11655388.004,1.5,0.005,0.005,8910675.294
6197704.339,1.5,0.005,0.005,3452991.629
13124474.569,1.5,0.005,0.005,10379761.859
7590795.575,1.5,0.005,0.005,4846082.865
3463394.192,1.5,0.005,0.005,718681.482
9684750.527,1.5,0.005,0.005,6940037.817
12626469.83,1.5,0.005,0.005,9881757.12
4711907.38,1.5,0.005,0.005,1967194.67
4096537.17,1.5,0.005,0.005,1351824.46
3999220.815,1.5,0.005,0.005,1254508.105
3706289.332,1.5,0.005,0.005,961576.622
9294949.682,1.5,0.005,0.005,6550236.972
5371352.205,1.5,0.005,0.005,2626639.495
4127320.806,1.5,0.005,0.005,1382608.096
29616176.712,1.5,0.005,0.005,26871464.002
9631285.181,1.5,0.005,0.005,6886572.471
5615647.687,1.5,0.005,0.005,2870934.977
7069613.884,1.5,0.005,0.005,4324901.174
5692273.754,1.5,0.005,0.005,2947561.044
95369741.52,1.5,0.005,0.005,92625028.81
3748165.565,1.5,0.005,0.005,1003452.855
87373840.225,1.5,0.005,0.005,84629127.515
12973671.291,1.5,0.005,0.005,10228958.581
4868553.69,1.5,0.005,0.005,2123840.98
3547361.695,1.5,0.005,0.005,802648.985
39714748.582,1.5,0.005,0.005,36970035.872
4416504.732,1.5,0.005,0.005,1671792.022
5164287.354,1.5,0.005,0.005,2419574.644
17608115.255,1.5,0.005,0.005,14863402.545
7537028.951,1.5,0.005,0.005,4792316.241
4014261.865,1.5,0.005,0.005,1269549.155
9871197.425,1.5,0.005,0.005,7126484.715
22992160.342,1.5,0.005,0.005,20247447.632
3932327.68,1.5,0.005,0.005,1187614.97
44409814.12,1.5,0.005,0.005,41665101.41
12767313.8,1.5,0.005,0.005,10022601.09
5241024.74,1.5,0.005,0.005,2496312.03
16018671.6,1.5,0.005,0.005,13273958.89
3448626.835,1.5,0.005,0.005,703914.125
4973939.406,1.5,0.005,0.005,2229226.696
5555780.259,1.5,0.005,0.005,2811067.549
9536315.751,1.5,0.005,0.005,6791603.041
4204718.395,1.5,0.005,0.005,1460005.685
6316270.325,1.5,0.005,0.005,3571557.615
60841173.226,1.5,0.005,0.005,58096460.516
5341335.665,1.5,0.005,0.005,2596622.955
14794193.798,1.5,0.005,0.005,12049481.088
7587422.156,1.5,0.005,0.005,4842709.446
4609914.325,1.5,0.005,0.005,1865201.615
7026094.049,1.5,0.005,0.005,4281381.339
40600761.626,1.5,0.005,0.005,37856048.916
6403386.451,1.5,0.005,0.005,3658673.741
8188331.535,1.5,0.005,0.005,5443618.825
8953295.145,1.5,0.005,0.005,6208582.435
38577785.541,1.5,0.005,0.005,35833072.831
22626817.555,1.5,0.005,0.005,19882104.845
4679161.805,1.5,0.005,0.005,1934449.095
10574399.333,1.5,0.005,0.005,7829686.623
14847470.81,1.5,0.005,0.005,12102758.1
9727746.102,1.5,0.005,0.005,6983033.392
23819840.529,1.5,0.005,0.005,21075127.819
3771977.272,1.5,0.005,0.005,1027264.562
10195211.261,1.5,0.005,0.005,7450498.551
9358005.255,1.5,0.005,0.005,6613292.545
10560680.855,1.5,0.005,0.005,7815968.145
4087578.445,1.5,0.005,0.005,1342865.735
11715301.836,1.5,0.005,0.005,8970589.126
11727363.637,1.5,0.005,0.005,8982650.927
10723839.214,1.5,0.005,0.005,7979126.504
6993997.295,1.5,0.005,0.005,4249284.585
6039709.215,1.5,0.005,0.005,3294996.505
3358133.02,1.5,0.005,0.005,613420.31
14663833.281,1.5,0.005,0.005,11919120.571
37683326.78,1.5,0.005,0.005,34938614.07
3660636.26,1.5,0.005,0.005,915923.55
5136285.686,1.5,0.005,0.005,2391572.976
53362374.43,1.5,0.005,0.005,50617661.72
6365750.03,1.5,0.005,0.005,3621037.32
7000916.265,1.5,0.005,0.005,4256203.555
9438588.357,1.5,0.005,0.005,6693875.647
5584673.332,1.5,0.005,0.005,2839960.622
43076143.6,1.5,0.005,0.005,40331430.89
7070827.695,1.5,0.005,0.005,4326114.985
5556422.619,1.5,0.005,0.005,2811709.909
4224173.69,1.5,0.005,0.005,1479460.98
3226337.072,1.5,0.005,0.005,481624.362
5760228.16,1.5,0.005,0.005,3015515.45
35287482.228,1.5,0.005,0.005,32542769.518
30320939.355,1.5,0.005,0.005,27576226.645
11324221.626,1.5,0.005,0.005,8579508.916
6136362.446,1.5,0.005,0.005,3391649.736
72331205.662,1.5,0.005,0.005,69586492.952
28890535.525,1.5,0.005,0.005,26145822.815
29025503.531,1.5,0.005,0.005,26280790.821
3427617.29,1.5,0.005,0.005,682904.58
10030314.661,1.5,0.005,0.005,7285601.951
6446797.715,1.5,0.005,0.005,3702085.005
9224183.216,1.5,0.005,0.005,6479470.506
8609235.797,1.5,0.005,0.005,5864523.087
9838432.68,1.5,0.005,0.005,7093719.97
4017322.97,1.5,0.005,0.005,1272610.26
4269260.68,1.5,0.005,0.005,1524547.97
5895216.58,1.5,0.005,0.005,3150503.87
4173010.288,1.5,0.005,0.005,1428297.578
8341898.41,1.5,0.005,0.005,5597185.7
20911634.056,1.5,0.005,0.005,18166921.346
8028520.417,1.5,0.005,0.005,5283807.707
5643468.865,1.5,0.005,0.005,2898756.155
16275954.04,1.5,0.005,0.005,13531241.33
15651005.325,1.5,0.005,0.005,12906292.615
13665790.374,1.5,0.005,0.005,10921077.664
3558319.12,1.5,0.005,0.005,813606.41
6745546.203,1.5,0.005,0.005,4000833.493
8496729.47,1.5,0.005,0.005,5752016.76
6341881.675,1.5,0.005,0.005,3597168.965
6102778.462,1.5,0.005,0.005,3358065.752
74260857.827,1.5,0.005,0.005,71516145.117
4695067.36,1.5,0.005,0.005,1950354.65
4889169.479,1.5,0.005,0.005,2144456.769
5554460.418,1.5,0.005,0.005,2809747.708
11385353.593,1.5,0.005,0.005,8640640.883
6552648.155,1.5,0.005,0.005,3807935.445
3159729.806,1.5,0.005,0.005,415017.096
4246006.935,1.5,0.005,0.005,1501294.225
16599969.97,1.5,0.005,0.005,13855257.26
4883576.935,1.5,0.005,0.005,2138864.225
5301113.095,1.5,0.005,0.005,2556400.385
12206122.192,1.5,0.005,0.005,9461409.482
28430108.27,1.5,0.005,0.005,25685395.56
10310120.155,1.5,0.005,0.005,7565407.445
7927276.539,1.5,0.005,0.005,5182563.829
17627486.73,1.5,0.005,0.005,14882774.02
30546138.246,1.5,0.005,0.005,27801425.536
24782482.55,1.5,0.005,0.005,22037769.84
7407540.885,1.5,0.005,0.005,4662828.175
