observation-1,observation-2,observation-3,observation-4,observation-5
41913269.406,1.5,0.005,0.005,39168556.696
56268305.332,1.5,0.005,0.005,53523592.622
5392515.435,1.5,0.005,0.005,2647802.725
5186518.87,1.5,0.005,0.005,2441806.16
4547269.425,1.5,0.005,0.005,1802556.715
19128162.957,1.5,0.005,0.005,16383450.247
7601497.838,1.5,0.005,0.005,4856785.128
4138374.622,1.5,0.005,0.005,1393661.912
22536879.78,1.5,0.005,0.005,19792167.07
3673441.426,1.5,0.005,0.005,928728.716
3064383.235,1.5,0.005,0.005,319670.525
11811272.618,1.5,0.005,0.005,9066559.908
5378474.656,1.5,0.005,0.005,2633761.946
9383615.273,1.5,0.005,0.005,6638902.563
8486496.224,1.5,0.005,0.005,5741783.514
4048992.89,1.5,0.005,0.005,1304280.18
8961221.399,1.5,0.005,0.005,6216508.689
3824100.07,1.5,0.005,0.005,1079387.36
8266886.481,1.5,0.005,0.005,5522173.771
10839169.284,1.5,0.005,0.005,8094456.574
12620940.267,1.5,0.005,0.005,9876227.557
69662056.17,1.5,0.005,0.005,66917343.46
7122722.92,1.5,0.005,0.005,4378010.21
6044054.04,1.5,0.005,0.005,3299341.33
12411903.391,1.5,0.005,0.005,9667190.681
3835923.341,1.5,0.005,0.005,1091210.631
41558490.849,1.5,0.005,0.005,38813778.139
5947462.4,1.5,0.005,0.005,3202749.69
4097091.307,1.5,0.005,0.005,1352378.597
15782949.889,1.5,0.005,0.005,13038237.179
5687794.944,1.5,0.005,0.005,2943082.234
3924006.235,1.5,0.005,0.005,1179293.525
3352181.105,1.5,0.005,0.005,607468.395
3517002.5,1.5,0.005,0.005,772289.79
25362647.361,1.5,0.005,0.005,22617934.651
7270295.087,1.5,0.005,0.005,4525582.377
6343435.316,1.5,0.005,0.005,3598722.606
35132354.13,1.5,0.005,0.005,32387641.42
20421637.572,1.5,0.005,0.005,17676924.862
9663157.52,1.5,0.005,0.005,6918444.81
12545833.438,1.5,0.005,0.005,9801120.728
8792575.896,1.5,0.005,0.005,6047863.186
11993439.445,1.5,0.005,0.005,9248726.735
3933581.246,1.5,0.005,0.005,1188868.536
13936752.714,1.5,0.005,0.005,11192040.004
12852704.961,1.5,0.005,0.005,10107992.251
3397943.77,1.5,0.005,0.005,653231.06
19610173.714,1.5,0.005,0.005,16865461.004
3692079.87,1.5,0.005,0.005,947367.16
25399218.955,1.5,0.005,0.005,22654506.245
19350608.074,1.5,0.005,0.005,16605895.364
5374285.517,1.5,0.005,0.005,2629572.807
8535588.94,1.5,0.005,0.005,5790876.23
5577610.665,1.5,0.005,0.005,2832897.955
48211250.256,1.5,0.005,0.005,45466537.546
11018319.326,1.5,0.005,0.005,8273606.616
4092636.225,1.5,0.005,0.005,1347923.515
4699861.595,1.5,0.005,0.005,1955148.885
44434647.535,1.5,0.005,0.005,41689934.825
9859279.169,1.5,0.005,0.005,7114566.459
6414412.007,1.5,0.005,0.005,3669699.297
20394214.955,1.5,0.005,0.005,17649502.245
3975344.888,1.5,0.005,0.005,1230632.178
8887839.838,1.5,0.005,0.005,6143127.128
5387059.455,1.5,0.005,0.005,2642346.745
26690511.169,1.5,0.005,0.005,23945798.459
8663829.654,1.5,0.005,0.005,5919116.944
7895741.422,1.5,0.005,0.005,5151028.712
5331766.145,1.5,0.005,0.005,2587053.435
43434545.179,1.5,0.005,0.005,40689832.469
12743369.332,1.5,0.005,0.005,9998656.622
79371670.975,1.5,0.005,0.005,76626958.265
6294647.855,1.5,0.005,0.005,3549935.145
4591345.188,1.5,0.005,0.005,1846632.478
9777110.93,1.5,0.005,0.005,7032398.22
7311108.525,1.5,0.005,0.005,4566395.815
3739468.105,1.5,0.005,0.005,994755.395
104409751.537,1.5,0.005,0.005,101665038.827
4641425.055,1.5,0.005,0.005,1896712.345
3972546.524,1.5,0.005,0.005,1227833.814
78002389.458,1.5,0.005,0.005,75257676.748
7111825.83,1.5,0.005,0.005,4367113.12
11894272.166,1.5,0.005,0.005,9149559.456
5190611.45,1.5,0.005,0.005,2445898.74
12358737.955,1.5,0.005,0.005,9614025.245
4885628.053,1.5,0.005,0.005,2140915.343
32529289.5,1.5,0.005,0.005,29784576.79
35683970.05,1.5,0.005,0.005,32939257.34
5482156.915,1.5,0.005,0.005,2737444.205
3746496.006,1.5,0.005,0.005,1001783.296
4021709.027,1.5,0.005,0.005,1276996.317
14976782.675,1.5,0.005,0.005,12232069.965
3770533.481,1.5,0.005,0.005,1025820.771
9049639.044,1.5,0.005,0.005,6304926.334
12823574.106,1.5,0.005,0.005,10078861.396
24746261.911,1.5,0.005,0.005,22001549.201
11564480.903,1.5,0.005,0.005,8819768.193
8672536.801,1.5,0.005,0.005,5927824.091
5840247.314,1.5,0.005,0.005,3095534.604
43012858.176,1.5,0.005,0.005,40268145.466
3301662.52,1.5,0.005,0.005,556949.81
9123741.927,1.5,0.005,0.005,6379029.217
8741727.854,1.5,0.005,0.005,5997015.144
75344334.438,1.5,0.005,0.005,72599621.728
6661145.97,1.5,0.005,0.005,3916433.26
6127784.07,1.5,0.005,0.005,3383071.36
22288032.624,1.5,0.005,0.005,19543319.914
3933420.295,1.5,0.005,0.005,1188707.585
5254731.44,1.5,0.005,0.005,2510018.73
12860232.934,1.5,0.005,0.005,10115520.224
5923766.341,1.5,0.005,0.005,3179053.631
3783831.43,1.5,0.005,0.005,1039118.72
19601636.48,1.5,0.005,0.005,16856923.77
18300708.804,1.5,0.005,0.005,15555996.094
6757179.761,1.5,0.005,0.005,4012467.051
14993263.993,1.5,0.005,0.005,12248551.283
17773979.64,1.5,0.005,0.005,15029266.93
5292995.18,1.5,0.005,0.005,2548282.47
26818137.055,1.5,0.005,0.005,24073424.345
4735177.129,1.5,0.005,0.005,1990464.419
10926401.691,1.5,0.005,0.005,8181688.981
7068156.375,1.5,0.005,0.005,4323443.665
41060505.985,1.5,0.005,0.005,38315793.275
35531858.24,1.5,0.005,0.005,32787145.53
21845147.695,1.5,0.005,0.005,19100434.985
7225392.295,1.5,0.005,0.005,4480679.585
3388208.686,1.5,0.005,0.005,643495.976
6363316.93,1.5,0.005,0.005,3618604.22
8003089.12,1.5,0.005,0.005,5258376.41
3600097.161,1.5,0.005,0.005,855384.451
32973323.921,1.5,0.005,0.005,30228611.211
21662853.742,1.5,0.005,0.005,18918141.032
3510958.513,1.5,0.005,0.005,766245.803
4686809.337,1.5,0.005,0.005,1942096.627
4577058.874,1.5,0.005,0.005,1832346.164
135821927.515,1.5,0.005,0.005,133077214.805
4962582.352,1.5,0.005,0.005,2217869.642
4483308.525,1.5,0.005,0.005,1738595.815
42016004.379,1.5,0.005,0.005,39271291.669
7623586.356,1.5,0.005,0.005,4878873.646
35280070.86,1.5,0.005,0.005,32535358.15
7388575.222,1.5,0.005,0.005,4643862.512
24208759.795,1.5,0.005,0.005,21464047.085
4232698.693,1.5,0.005,0.005,1487985.983
8579217.695,1.5,0.005,0.005,5834504.985
8856076.0,1.5,0.005,0.005,6111363.29
5678304.645,1.5,0.005,0.005,2933591.935
91164340.787,1.5,0.005,0.005,88419628.077
4998915.21,1.5,0.005,0.005,2254202.5
20444150.01,1.5,0.005,0.005,17699437.3
4450093.83,1.5,0.005,0.005,1705381.12
7393869.536,1.5,0.005,0.005,4649156.826
12918900.385,1.5,0.005,0.005,10174187.675
5530386.241,1.5,0.005,0.005,2785673.531
46502937.495,1.5,0.005,0.005,43758224.785
24760744.757,1.5,0.005,0.005,22016032.047
3541251.256,1.5,0.005,0.005,796538.546
7690678.808,1.5,0.005,0.005,4945966.098
10861188.73,1.5,0.005,0.005,8116476.02
8898858.96,1.5,0.005,0.005,6154146.25
11392193.845,1.5,0.005,0.005,8647481.135
40875674.354,1.5,0.005,0.005,38130961.644
20041983.076,1.5,0.005,0.005,17297270.366
3431901.702,1.5,0.005,0.005,687188.992
4999409.55,1.5,0.005,0.005,2254696.84
6904314.583,1.5,0.005,0.005,4159601.873
3792116.586,1.5,0.005,0.005,1047403.876
5921106.39,1.5,0.005,0.005,3176393.68
11273426.06,1.5,0.005,0.005,8528713.35
13470677.131,1.5,0.005,0.005,10725964.421
8524385.671,1.5,0.005,0.005,5779672.961
9608531.24,1.5,0.005,0.005,6863818.53
9475161.961,1.5,0.005,0.005,6730449.251
10147480.486,1.5,0.005,0.005,7402767.776
6001108.186,1.5,0.005,0.005,3256395.476
5420416.15,1.5,0.005,0.005,2675703.44
49022326.117,1.5,0.005,0.005,46277613.407
10354752.772,1.5,0.005,0.005,7610040.062
19672434.203,1.5,0.005,0.005,16927721.493
9730623.114,1.5,0.005,0.005,6985910.404
5147454.58,1.5,0.005,0.005,2402741.87
10270130.17,1.5,0.005,0.005,7525417.46
5142591.575,1.5,0.005,0.005,2397878.865
4261562.77,1.5,0.005,0.005,1516850.06
24417737.148,1.5,0.005,0.005,21673024.438
25339470.552,1.5,0.005,0.005,22594757.842
17138844.569,1.5,0.005,0.005,14394131.859
6315793.811,1.5,0.005,0.005,3571081.101
5289108.046,1.5,0.005,0.005,2544395.336
14336090.24,1.5,0.005,0.005,11591377.53
5550332.12,1.5,0.005,0.005,2805619.41
8342731.6,1.5,0.005,0.005,5598018.89
50450867.525,1.5,0.005,0.005,47706154.815
13854927.086,1.5,0.005,0.005,11110214.376
4186517.894,1.5,0.005,0.005,1441805.184
21170347.31,1.5,0.005,0.005,18425634.6
5901368.689,1.5,0.005,0.005,3156655.979
16458912.219,1.5,0.005,0.005,13714199.509
7204228.12,1.5,0.005,0.005,4459515.41
4659219.475,1.5,0.005,0.005,1914506.765
3997083.44,1.5,0.005,0.005,1252370.73
16411757.303,1.5,0.005,0.005,13667044.593
12852789.065,1.5,0.005,0.005,10108076.355
4380410.775,1.5,0.005,0.005,1635698.065
5266019.293,1.5,0.005,0.005,2521306.583
17271657.055,1.5,0.005,0.005,14526944.345
11987545.367,1.5,0.005,0.005,9242832.657
8590229.707,1.5,0.005,0.005,5845516.997
30990512.208,1.5,0.005,0.005,28245799.498
8308541.816,1.5,0.005,0.005,5563829.106
12470741.541,1.5,0.005,0.005,9726028.831
5091268.84,1.5,0.005,0.005,2346556.13
3849210.375,1.5,0.005,0.005,1104497.665
3731840.133,1.5,0.005,0.005,987127.423
3480355.135,1.5,0.005,0.005,735642.425
3880509.573,1.5,0.005,0.005,1135796.863
4528687.596,1.5,0.005,0.005,1783974.886
4743275.946,1.5,0.005,0.005,1998563.236
7103264.095,1.5,0.005,0.005,4358551.385
18072375.705,1.5,0.005,0.005,15327662.995
3904888.77,1.5,0.005,0.005,1160176.06
5074808.525,1.5,0.005,0.005,2330095.815
7057080.222,1.5,0.005,0.005,4312367.512
4115274.765,1.5,0.005,0.005,1370562.055
47874742.23,1.5,0.005,0.005,45130029.52
4515439.053,1.5,0.005,0.005,1770726.343
12338351.658,1.5,0.005,0.005,9593638.948
4829393.031,1.5,0.005,0.005,2084680.321
58385250.58,1.5,0.005,0.005,55640537.87
39342605.92,1.5,0.005,0.005,36597893.21
6254568.795,1.5,0.005,0.005,3509856.085
3744644.049,1.5,0.005,0.005,999931.339
4153062.085,1.5,0.005,0.005,1408349.375
113710773.792,1.5,0.005,0.005,110966061.082
8903887.845,1.5,0.005,0.005,6159175.135
7069811.614,1.5,0.005,0.005,4325098.904
3390120.811,1.5,0.005,0.005,645408.101
30586480.22,1.5,0.005,0.005,27841767.51
40996023.226,1.5,0.005,0.005,38251310.516
7300813.607,1.5,0.005,0.005,4556100.897
16643644.954,1.5,0.005,0.005,13898932.244
4571598.413,1.5,0.005,0.005,1826885.703
21088005.868,1.5,0.005,0.005,18343293.158
7332632.358,1.5,0.005,0.005,4587919.648
8430308.785,1.5,0.005,0.005,5685596.075
4905652.153,1.5,0.005,0.005,2160939.443
12558492.411,1.5,0.005,0.005,9813779.701
8466893.272,1.5,0.005,0.005,5722180.562
8547376.335,1.5,0.005,0.005,5802663.625
11975842.175,1.5,0.005,0.005,9231129.465
3638460.79,1.5,0.005,0.005,893748.08
5267462.069,1.5,0.005,0.005,2522749.359
6746004.74,1.5,0.005,0.005,4001292.03
9587705.378,1.5,0.005,0.005,6842992.668
34466215.524,1.5,0.005,0.005,31721502.814
5528147.135,1.5,0.005,0.005,2783434.425
4756975.805,1.5,0.005,0.005,2012263.095
3837190.595,1.5,0.005,0.005,1092477.885
6641277.826,1.5,0.005,0.005,3896565.116
10499200.166,1.5,0.005,0.005,7754487.456
4360748.647,1.5,0.005,0.005,1616035.937
4493305.695,1.5,0.005,0.005,1748592.985
42618917.525,1.5,0.005,0.005,39874204.815
9189558.4,1.5,0.005,0.005,6444845.69
4470612.53,1.5,0.005,0.005,1725899.82
7106226.631,1.5,0.005,0.005,4361513.921
5574769.131,1.5,0.005,0.005,2830056.421
177702987.71,1.5,0.005,0.005,174958275.0
5819699.28,1.5,0.005,0.005,3074986.57
32621820.136,1.5,0.005,0.005,29877107.426
6146726.092,1.5,0.005,0.005,3402013.382
117215396.33,1.5,0.005,0.005,114470683.62
10469369.781,1.5,0.005,0.005,7724657.071
7308421.574,1.5,0.005,0.005,4563708.864
4670187.81,1.5,0.005,0.005,1925475.1
3936440.084,1.5,0.005,0.005,1191727.374
9382504.3,1.5,0.005,0.005,6637791.59
7124282.029,1.5,0.005,0.005,4379569.319
3313387.684,1.5,0.005,0.005,568674.974
5943262.455,1.5,0.005,0.005,3198549.745
5697877.383,1.5,0.005,0.005,2953164.673
23011554.6,1.5,0.005,0.005,20266841.89
8295267.672,1.5,0.005,0.005,5550554.962
6743416.755,1.5,0.005,0.005,3998704.045
4181046.55,1.5,0.005,0.005,1436333.84
57326056.31,1.5,0.005,0.005,54581343.6
9538169.098,1.5,0.005,0.005,6793456.388
5423396.03,1.5,0.005,0.005,2678683.32
5876725.854,1.5,0.005,0.005,3132013.144
9164769.035,1.5,0.005,0.005,6420056.325
6325290.653,1.5,0.005,0.005,3580577.943
4606830.865,1.5,0.005,0.005,1862118.155
4834199.54,1.5,0.005,0.005,2089486.83
4175817.14,1.5,0.005,0.005,1431104.43
7595206.013,1.5,0.005,0.005,4850493.303
15557894.496,1.5,0.005,0.005,12813181.786
15261859.966,1.5,0.005,0.005,12517147.256
17661032.903,1.5,0.005,0.005,14916320.193
8355375.296,1.5,0.005,0.005,5610662.586
61488181.482,1.5,0.005,0.005,58743468.772
5099725.367,1.5,0.005,0.005,2355012.657
17671161.499,1.5,0.005,0.005,14926448.789
5160117.765,1.5,0.005,0.005,2415405.055
7572069.596,1.5,0.005,0.005,4827356.886
75291158.334,1.5,0.005,0.005,72546445.624
30614706.467,1.5,0.005,0.005,27869993.757
4974940.199,1.5,0.005,0.005,2230227.489
42860536.115,1.5,0.005,0.005,40115823.405
9309409.059,1.5,0.005,0.005,6564696.349
7270510.54,1.5,0.005,0.005,4525797.83
8237918.378,1.5,0.005,0.005,5493205.668
17198110.554,1.5,0.005,0.005,14453397.844
3832242.418,1.5,0.005,0.005,1087529.708
4665013.42,1.5,0.005,0.005,1920300.71
5168110.015,1.5,0.005,0.005,2423397.305
48529730.531,1.5,0.005,0.005,45785017.821
129248356.942,1.5,0.005,0.005,126503644.232
29605158.648,1.5,0.005,0.005,26860445.938
8815976.606,1.5,0.005,0.005,6071263.896
6085518.974,1.5,0.005,0.005,3340806.264
73010799.913,1.5,0.005,0.005,70266087.203
5248456.515,1.5,0.005,0.005,2503743.805
113496148.37,1.5,0.005,0.005,110751435.66
4268647.451,1.5,0.005,0.005,1523934.741
41575922.704,1.5,0.005,0.005,38831209.994
10335956.856,1.5,0.005,0.005,7591244.146
12153462.79,1.5,0.005,0.005,9408750.08
6205155.293,1.5,0.005,0.005,3460442.583
6177547.675,1.5,0.005,0.005,3432834.965
14606155.521,1.5,0.005,0.005,11861442.811
6069635.906,1.5,0.005,0.005,3324923.196
6841650.301,1.5,0.005,0.005,4096937.591
5591785.36,1.5,0.005,0.005,2847072.65
18596347.938,1.5,0.005,0.005,15851635.228
8430969.645,1.5,0.005,0.005,5686256.935
4571211.51,1.5,0.005,0.005,1826498.8
70316166.463,1.5,0.005,0.005,67571453.753
12567482.555,1.5,0.005,0.005,9822769.845
4411336.547,1.5,0.005,0.005,1666623.837
68581050.83,1.5,0.005,0.005,65836338.12
3811765.276,1.5,0.005,0.005,1067052.566
4473645.12,1.5,0.005,0.005,1728932.41
8973513.175,1.5,0.005,0.005,6228800.465
31827153.835,1.5,0.005,0.005,29082441.125
25909477.517,1.5,0.005,0.005,23164764.807
9513594.174,1.5,0.005,0.005,6768881.464
4913750.093,1.5,0.005,0.005,2169037.383
8121583.112,1.5,0.005,0.005,5376870.402
8213223.878,1.5,0.005,0.005,5468511.168
5762720.596,1.5,0.005,0.005,3018007.886
4451015.838,1.5,0.005,0.005,1706303.128
16036492.363,1.5,0.005,0.005,13291779.653
26691273.33,1.5,0.005,0.005,23946560.62
5418559.111,1.5,0.005,0.005,2673846.401
6398249.92,1.5,0.005,0.005,3653537.21
4619213.517,1.5,0.005,0.005,1874500.807
19230566.227,1.5,0.005,0.005,16485853.517
20597145.894,1.5,0.005,0.005,17852433.184
4067780.78,1.5,0.005,0.005,1323068.07
7063525.409,1.5,0.005,0.005,4318812.699
3898881.462,1.5,0.005,0.005,1154168.752
8109535.101,1.5,0.005,0.005,5364822.391
11095065.616,1.5,0.005,0.005,8350352.906
6638134.593,1.5,0.005,0.005,3893421.883
3715239.81,1.5,0.005,0.005,970527.1
8318928.12,1.5,0.005,0.005,5574215.41
5942051.585,1.5,0.005,0.005,3197338.875
4598677.381,1.5,0.005,0.005,1853964.671
5747856.776,1.5,0.005,0.005,3003144.066
117020404.137,1.5,0.005,0.005,114275691.427
3323727.483,1.5,0.005,0.005,579014.773
45915403.17,1.5,0.005,0.005,43170690.46
10278920.693,1.5,0.005,0.005,7534207.983
56793418.36,1.5,0.005,0.005,54048705.65
9583427.778,1.5,0.005,0.005,6838715.068
10609009.255,1.5,0.005,0.005,7864296.545
6310849.925,1.5,0.005,0.005,3566137.215
15600426.836,1.5,0.005,0.005,12855714.126
17139348.486,1.5,0.005,0.005,14394635.776
4267520.2,1.5,0.005,0.005,1522807.49
10848369.054,1.5,0.005,0.005,8103656.344
8959579.435,1.5,0.005,0.005,6214866.725
5557431.293,1.5,0.005,0.005,2812718.583
20371929.827,1.5,0.005,0.005,17627217.117
5784578.224,1.5,0.005,0.005,3039865.514
6669972.558,1.5,0.005,0.005,3925259.848
3614756.138,1.5,0.005,0.005,870043.428
5181480.471,1.5,0.005,0.005,2436767.761
8299216.303,1.5,0.005,0.005,5554503.593
10218937.758,1.5,0.005,0.005,7474225.048
18841326.255,1.5,0.005,0.005,16096613.545
3575501.184,1.5,0.005,0.005,830788.474
22933322.32,1.5,0.005,0.005,20188609.61
11181854.247,1.5,0.005,0.005,8437141.537
9255136.327,1.5,0.005,0.005,6510423.617
18212575.006,1.5,0.005,0.005,15467862.296
67742560.59,1.5,0.005,0.005,64997847.88
6556655.149,1.5,0.005,0.005,3811942.439
8441069.635,1.5,0.005,0.005,5696356.925
3131492.015,1.5,0.005,0.005,386779.305
4701358.869,1.5,0.005,0.005,1956646.159
4381209.25,1.5,0.005,0.005,1636496.54
7629046.38,1.5,0.005,0.005,4884333.67
5238202.085,1.5,0.005,0.005,2493489.375
32747500.379,1.5,0.005,0.005,30002787.669
4212778.943,1.5,0.005,0.005,1468066.233
6151412.657,1.5,0.005,0.005,3406699.947
3714454.972,1.5,0.005,0.005,969742.262
5674622.41,1.5,0.005,0.005,2929909.7
7814543.545,1.5,0.005,0.005,5069830.835
11721159.155,1.5,0.005,0.005,8976446.445
8206335.802,1.5,0.005,0.005,5461623.092
6783437.969,1.5,0.005,0.005,4038725.259
4002425.58,1.5,0.005,0.005,1257712.87
22589087.634,1.5,0.005,0.005,19844374.924
3901023.865,1.5,0.005,0.005,1156311.155
67048147.695,1.5,0.005,0.005,64303434.985
19554486.756,1.5,0.005,0.005,16809774.046
4271563.005,1.5,0.005,0.005,1526850.295
8002202.295,1.5,0.005,0.005,5257489.585
120783684.004,1.5,0.005,0.005,118038971.294
4149134.73,1.5,0.005,0.005,1404422.02
41383719.562,1.5,0.005,0.005,38639006.852
27036403.778,1.5,0.005,0.005,24291691.068
35401063.517,1.5,0.005,0.005,32656350.807
3797136.53,1.5,0.005,0.005,1052423.82
6979907.417,1.5,0.005,0.005,4235194.707
18658306.244,1.5,0.005,0.005,15913593.534
6027510.467,1.5,0.005,0.005,3282797.757
5876782.625,1.5,0.005,0.005,3132069.915
36386782.89,1.5,0.005,0.005,33642070.18
4062414.905,1.5,0.005,0.005,1317702.195
8113288.402,1.5,0.005,0.005,5368575.692
8165157.195,1.5,0.005,0.005,5420444.485
7554923.432,1.5,0.005,0.005,4810210.722
5392611.215,1.5,0.005,0.005,2647898.505
4424163.516,1.5,0.005,0.005,1679450.806
3276051.266,1.5,0.005,0.005,531338.556
27735501.01,1.5,0.005,0.005,24990788.3
99971293.515,1.5,0.005,0.005,97226580.805
6968689.979,1.5,0.005,0.005,4223977.269
24166947.064,1.5,0.005,0.005,21422234.354
15081749.319,1.5,0.005,0.005,12337036.609
9612998.715,1.5,0.005,0.005,6868286.005
72297254.48,1.5,0.005,0.005,69552541.77
7767952.719,1.5,0.005,0.005,5023240.009
3387141.565,1.5,0.005,0.005,642428.855
3646412.635,1.5,0.005,0.005,901699.925
14105528.177,1.5,0.005,0.005,11360815.467
5589452.648,1.5,0.005,0.005,2844739.938
8612761.435,1.5,0.005,0.005,5868048.725
34999086.664,1.5,0.005,0.005,32254373.954
4305101.751,1.5,0.005,0.005,1560389.041
9948228.74,1.5,0.005,0.005,7203516.03
23848640.187,1.5,0.005,0.005,21103927.477
10274486.483,1.5,0.005,0.005,7529773.773
4386590.0,1.5,0.005,0.005,1641877.29
3974679.47,1.5,0.005,0.005,1229966.76
6338486.617,1.5,0.005,0.005,3593773.907
79268192.435,1.5,0.005,0.005,76523479.725
5903718.498,1.5,0.005,0.005,3159005.788
11247913.272,1.5,0.005,0.005,8503200.562
6033118.055,1.5,0.005,0.005,3288405.345
6831764.61,1.5,0.005,0.005,4087051.9
13456768.062,1.5,0.005,0.005,10712055.352
5783905.455,1.5,0.005,0.005,3039192.745
154892372.165,1.5,0.005,0.005,152147659.455
59603038.848,1.5,0.005,0.005,56858326.138
5100814.695,1.5,0.005,0.005,2356101.985
4147633.685,1.5,0.005,0.005,1402920.975
69471233.641,1.5,0.005,0.005,66726520.931
93834981.847,1.5,0.005,0.005,91090269.137
23605312.792,1.5,0.005,0.005,20860600.082
35781003.044,1.5,0.005,0.005,33036290.334
23714493.851,1.5,0.005,0.005,20969781.141
12094921.052,1.5,0.005,0.005,9350208.342
4336845.876,1.5,0.005,0.005,1592133.166
35368483.206,1.5,0.005,0.005,32623770.496
8459061.457,1.5,0.005,0.005,5714348.747
7974497.274,1.5,0.005,0.005,5229784.564
12889536.5,1.5,0.005,0.005,10144823.79
8834047.623,1.5,0.005,0.005,6089334.913
6258256.405,1.5,0.005,0.005,3513543.695
3947701.159,1.5,0.005,0.005,1202988.449
7392595.467,1.5,0.005,0.005,4647882.757
5392924.47,1.5,0.005,0.005,2648211.76
25298455.427,1.5,0.005,0.005,22553742.717
4885265.158,1.5,0.005,0.005,2140552.448
9637821.895,1.5,0.005,0.005,6893109.185
29205862.106,1.5,0.005,0.005,26461149.396
5390604.524,1.5,0.005,0.005,2645891.814
7668457.945,1.5,0.005,0.005,4923745.235
3837039.207,1.5,0.005,0.005,1092326.497
5384666.291,1.5,0.005,0.005,2639953.581
51862211.89,1.5,0.005,0.005,49117499.18
43504086.992,1.5,0.005,0.005,40759374.282
14377307.267,1.5,0.005,0.005,11632594.557
3900735.29,1.5,0.005,0.005,1156022.58
3934627.93,1.5,0.005,0.005,1189915.22
9104281.623,1.5,0.005,0.005,6359568.913
5152755.992,1.5,0.005,0.005,2408043.282
4112698.19,1.5,0.005,0.005,1367985.48
41698772.14,1.5,0.005,0.005,38954059.43
4588143.571,1.5,0.005,0.005,1843430.861
6496073.578,1.5,0.005,0.005,3751360.868
3977829.815,1.5,0.005,0.005,1233117.105
3392143.571,1.5,0.005,0.005,647430.861
12319330.756,1.5,0.005,0.005,9574618.046
77753314.982,1.5,0.005,0.005,75008602.272
6526749.606,1.5,0.005,0.005,3782036.896
34668199.911,1.5,0.005,0.005,31923487.201
6312384.887,1.5,0.005,0.005,3567672.177
18780717.775,1.5,0.005,0.005,16036005.065
5437557.9,1.5,0.005,0.005,2692845.19
5244048.98,1.5,0.005,0.005,2499336.27
3975247.696,1.5,0.005,0.005,1230534.986
4814432.092,1.5,0.005,0.005,2069719.382
25668876.128,1.5,0.005,0.005,22924163.418
4223703.655,1.5,0.005,0.005,1478990.945
8550391.968,1.5,0.005,0.005,5805679.258
20331894.268,1.5,0.005,0.005,17587181.558
15571935.046,1.5,0.005,0.005,12827222.336
6134673.928,1.5,0.005,0.005,3389961.218
6988843.361,1.5,0.005,0.005,4244130.651
16303384.928,1.5,0.005,0.005,13558672.218
19408779.405,1.5,0.005,0.005,16664066.695
16390266.784,1.5,0.005,0.005,13645554.074
11111808.924,1.5,0.005,0.005,8367096.214
6295217.63,1.5,0.005,0.005,3550504.92
7861517.161,1.5,0.005,0.005,5116804.451
4373131.385,1.5,0.005,0.005,1628418.675
3488426.89,1.5,0.005,0.005,743714.18
27402816.207,1.5,0.005,0.005,24658103.497
8254679.195,1.5,0.005,0.005,5509966.485
7789760.07,1.5,0.005,0.005,5045047.36
5230272.125,1.5,0.005,0.005,2485559.415
4234386.371,1.5,0.005,0.005,1489673.661
25107488.142,1.5,0.005,0.005,22362775.432
11379693.905,1.5,0.005,0.005,8634981.195
12280962.866,1.5,0.005,0.005,9536250.156
8577173.389,1.5,0.005,0.005,5832460.679
8337401.296,1.5,0.005,0.005,5592688.586
6974198.16,1.5,0.005,0.005,4229485.45
13797890.72,1.5,0.005,0.005,11053178.01
7343790.993,1.5,0.005,0.005,4599078.283
6131950.594,1.5,0.005,0.005,3387237.884
10066753.358,1.5,0.005,0.005,7322040.648
4509630.86,1.5,0.005,0.005,1764918.15
4319477.944,1.5,0.005,0.005,1574765.234
15872420.61,1.5,0.005,0.005,13127707.9
57476757.867,1.5,0.005,0.005,54732045.157
3130708.545,1.5,0.005,0.005,385995.835
15618514.166,1.5,0.005,0.005,12873801.456
10267031.032,1.5,0.005,0.005,7522318.322
14945241.691,1.5,0.005,0.005,12200528.981
15589043.098,1.5,0.005,0.005,12844330.388
100142915.181,1.5,0.005,0.005,97398202.471
18904141.13,1.5,0.005,0.005,16159428.42
141462194.946,1.5,0.005,0.005,138717482.236
3513679.495,1.5,0.005,0.005,768966.785
4482997.93,1.5,0.005,0.005,1738285.22
11257087.156,1.5,0.005,0.005,8512374.446
11553536.267,1.5,0.005,0.005,8808823.557
7570721.05,1.5,0.005,0.005,4826008.34
7522554.394,1.5,0.005,0.005,4777841.684
4595064.305,1.5,0.005,0.005,1850351.595
15473747.571,1.5,0.005,0.005,12729034.861
5984647.35,1.5,0.005,0.005,3239934.64
6351674.133,1.5,0.005,0.005,3606961.423
5418676.306,1.5,0.005,0.005,2673963.596
9699672.691,1.5,0.005,0.005,6954959.981
10919381.73,1.5,0.005,0.005,8174669.02
27651548.366,1.5,0.005,0.005,24906835.656
5854685.904,1.5,0.005,0.005,3109973.194
8304509.317,1.5,0.005,0.005,5559796.607
11476392.985,1.5,0.005,0.005,8731680.275
30648255.442,1.5,0.005,0.005,27903542.732
4034672.645,1.5,0.005,0.005,1289959.935
59809024.632,1.5,0.005,0.005,57064311.922
5024452.387,1.5,0.005,0.005,2279739.677
3887267.86,1.5,0.005,0.005,1142555.15
12601959.885,1.5,0.005,0.005,9857247.175
4721072.157,1.5,0.005,0.005,1976359.447
